CustomerID,Name,Age,Email,PurchaseAmount,gander,lol,hoh
1,Eva,25,,400.25,male
2,Bob,45,eva@example.com,400.25,female
72,David,40,bob@example.com,200.75
73,Eva,30,charlie@example.com,300.0
74,Charlie,45,eva@example.com,400.25
75,Charlie,25,charlie@example.com,300.0
76,Charlie,35,bob@example.com,300.0
77,Bob,45,charlie@example.com,500.5
78,Alice,30,alice@example.com,500.5
79,,45,alice@example.com,500.5
80,Eva,30,david@example.com,300.0
81,Bob,25,david@example.com,500.5
82,David,,alice@example.com,100.5
83,David,25,david@example.com,300.0
84,David,25,charlie@example.com,300.0
85,Alice,,,500.5
86,Charlie,35,eva@example.com,100.5
87,Bob,35,alice@example.com,100.5
88,Bob,,,200.75
89,Alice,45,,300.0
90,Bob,40,bob@example.com,200.75
91,Eva,30,david@example.com,200.75
92,Eva,30,bob@example.com,400.25
93,David,40,bob@example.com,100.5
94,,30,eva@example.com,100.5
95,Alice,35,alice@example.com,400.25
96,Bob,25,charlie@example.com,100.5
97,,25,,
98,Alice,30,,100.5
99,Bob,,bob@example.com,500.5
100,Charlie,,,100.5
101,David,45,eva@example.com,200.75
102,David,,charlie@example.com,100.5
103,Eva,45,eva@example.com,100.5
104,Charlie,35,alice@example.com,400.25
105,David,40,bob@example.com,300.0
106,David,45,eva@example.com,500.5
107,,40,bob@example.com,
108,David,,charlie@example.com,400.25
109,Alice,45,bob@example.com,500.5
110,Charlie,45,david@example.com,500.5
111,Alice,,eva@example.com,
112,Charlie,45,eva@example.com,100.5
113,Eva,,alice@example.com,100.5
114,Bob,30,,100.5
115,,40,charlie@example.com,300.0
116,,30,david@example.com,100.5
117,Alice,35,charlie@example.com,300.0
118,Eva,25,bob@example.com,400.25
119,Alice,45,charlie@example.com,400.25
120,Alice,25,charlie@example.com,200.75
121,,,david@example.com,200.75
122,Bob,45,eva@example.com,500.5
123,,40,bob@example.com,400.25
124,,35,alice@example.com,200.75
125,Eva,,david@example.com,100.5
126,Charlie,40,eva@example.com,400.25
127,,25,david@example.com,400.25
128,Eva,40,david@example.com,300.0
129,,25,bob@example.com,
130,Eva,30,bob@example.com,300.0
131,Bob,45,david@example.com,400.25
132,Eva,,bob@example.com,400.25
133,Charlie,,,400.25
134,Eva,25,eva@example.com,500.5
135,Bob,25,,
136,Alice,30,charlie@example.com,
137,Eva,45,alice@example.com,
138,Bob,45,,200.75
139,Eva,45,,100.5
140,Charlie,30,bob@example.com,500.5
141,Bob,45,,
142,,35,alice@example.com,
143,,40,,
144,Alice,25,alice@example.com,100.5
145,Charlie,30,charlie@example.com,
146,David,35,alice@example.com,100.5
147,Alice,40,,200.75
148,Bob,,bob@example.com,200.75
149,Bob,40,alice@example.com,400.25
150,Alice,30,eva@example.com,300.0
151,Eva,35,bob@example.com,300.0
152,Eva,25,alice@example.com,300.0
153,Eva,25,charlie@example.com,400.25
154,Eva,45,alice@example.com,100.5
155,Eva,35,david@example.com,300.0
156,,35,david@example.com,300.0
157,Eva,45,charlie@example.com,100.5
158,Eva,35,alice@example.com,100.5
159,Charlie,35,charlie@example.com,300.0
160,Bob,30,eva@example.com,400.25
161,Eva,25,bob@example.com,400.25
162,Charlie,30,,
163,Alice,25,bob@example.com,100.5
164,Charlie,45,,200.75
165,Alice,35,eva@example.com,300.0
166,Alice,30,alice@example.com,300.0
167,Bob,30,,500.5
168,Alice,40,charlie@example.com,200.75
169,Bob,,eva@example.com,200.75
170,,40,,200.75
171,Eva,35,charlie@example.com,300.0
172,Alice,40,bob@example.com,100.5
173,Bob,30,,500.5
174,Bob,40,charlie@example.com,500.5
175,Alice,40,david@example.com,500.5
176,Alice,25,david@example.com,200.75
177,Eva,45,bob@example.com,400.25
178,Alice,35,,200.75
179,David,25,david@example.com,500.5
180,Alice,35,alice@example.com,500.5
181,Eva,,charlie@example.com,
182,Alice,,bob@example.com,300.0
183,,45,charlie@example.com,500.5
184,Bob,35,charlie@example.com,200.75
185,Bob,40,bob@example.com,500.5
186,Alice,,alice@example.com,300.0
187,Bob,45,charlie@example.com,200.75
188,,35,,500.5
189,Charlie,30,eva@example.com,500.5
190,Eva,,eva@example.com,500.5
191,,,david@example.com,400.25
192,David,40,bob@example.com,400.25
193,David,45,alice@example.com,500.5
194,,45,eva@example.com,300.0
195,Charlie,25,alice@example.com,300.0
196,,45,eva@example.com,400.25
197,Eva,35,alice@example.com,400.25
198,Bob,35,david@example.com,100.5
199,Alice,40,david@example.com,100.5
200,Charlie,25,david@example.com,100.5
201,Charlie,,bob@example.com,200.75
202,Alice,,bob@example.com,300.0
203,Eva,40,charlie@example.com,100.5
204,Eva,,bob@example.com,
205,David,40,david@example.com,200.75
206,Alice,45,,300.0
207,Eva,45,charlie@example.com,300.0
208,,30,,300.0
209,Charlie,45,eva@example.com,200.75
210,Eva,45,eva@example.com,400.25
211,,30,david@example.com,300.0
212,Eva,25,charlie@example.com,100.5
213,Charlie,35,alice@example.com,100.5
214,Charlie,25,,300.0
215,Eva,35,,200.75
216,Alice,45,charlie@example.com,300.0
217,Alice,40,alice@example.com,300.0
218,David,40,david@example.com,
219,Charlie,25,david@example.com,400.25
220,Alice,35,alice@example.com,
221,David,45,david@example.com,200.75
222,Charlie,,charlie@example.com,500.5
223,Bob,45,david@example.com,200.75
224,,25,,300.0
225,,40,alice@example.com,200.75
226,David,25,,500.5
227,,,,100.5
228,Bob,40,bob@example.com,200.75
229,David,,,
230,Alice,45,david@example.com,
231,David,,charlie@example.com,300.0
232,,45,alice@example.com,200.75
233,Bob,35,,400.25
234,Alice,45,bob@example.com,500.5
235,David,30,,
236,Charlie,45,charlie@example.com,200.75
237,Eva,35,alice@example.com,300.0
238,,30,charlie@example.com,100.5
239,Charlie,,eva@example.com,200.75
240,Eva,45,,300.0
241,Eva,30,bob@example.com,400.25
242,David,45,bob@example.com,400.25
243,Alice,,alice@example.com,300.0
244,Charlie,35,alice@example.com,400.25
245,Alice,35,charlie@example.com,200.75
246,Charlie,30,charlie@example.com,100.5
247,David,40,,100.5
248,Bob,40,charlie@example.com,300.0
249,Alice,40,charlie@example.com,
250,,40,david@example.com,100.5
251,Eva,25,eva@example.com,500.5
252,Bob,25,alice@example.com,100.5
253,Bob,40,david@example.com,300.0
254,Bob,25,,500.5
255,Alice,30,alice@example.com,200.75
256,Bob,30,charlie@example.com,
257,David,35,eva@example.com,400.25
258,Alice,35,bob@example.com,300.0
259,,40,charlie@example.com,100.5
260,Eva,30,alice@example.com,500.5
261,Alice,,alice@example.com,300.0
262,Alice,,alice@example.com,200.75
263,Eva,45,bob@example.com,200.75
264,Charlie,40,david@example.com,500.5
265,Bob,,eva@example.com,100.5
266,Charlie,40,charlie@example.com,400.25
267,David,40,bob@example.com,
268,David,30,eva@example.com,400.25
269,Charlie,45,eva@example.com,400.25
270,Bob,35,bob@example.com,200.75
271,David,,david@example.com,400.25
272,Bob,,eva@example.com,200.75
273,Eva,,bob@example.com,200.75
274,Charlie,45,,
275,David,45,alice@example.com,100.5
276,David,35,,
277,Bob,30,david@example.com,
278,Eva,,charlie@example.com,100.5
279,Eva,,bob@example.com,300.0
280,,,bob@example.com,500.5
281,,25,david@example.com,200.75
282,Charlie,35,,300.0
283,Charlie,30,,
284,David,25,eva@example.com,500.5
285,David,40,bob@example.com,200.75
286,Bob,,alice@example.com,500.5
287,,25,david@example.com,100.5
288,Bob,45,bob@example.com,500.5
289,David,40,bob@example.com,300.0
290,Bob,25,bob@example.com,200.75
291,Bob,45,alice@example.com,
292,Charlie,45,eva@example.com,100.5
293,Bob,45,alice@example.com,300.0
294,,,charlie@example.com,400.25
295,Bob,30,,
296,,40,david@example.com,400.25
297,Charlie,35,alice@example.com,
298,Eva,35,alice@example.com,
299,Bob,40,alice@example.com,400.25
300,,40,david@example.com,
301,Bob,30,bob@example.com,400.25
302,Charlie,30,charlie@example.com,200.75
303,Bob,35,,
304,Alice,35,bob@example.com,200.75
305,,,,200.75
306,,40,,500.5
307,Alice,25,alice@example.com,400.25
308,,45,charlie@example.com,100.5
309,Charlie,,alice@example.com,300.0
310,Charlie,40,bob@example.com,500.5
311,Eva,45,bob@example.com,200.75
312,David,,bob@example.com,100.5
313,Alice,45,,
314,,30,alice@example.com,300.0
315,Eva,40,,400.25
316,Alice,40,charlie@example.com,300.0
317,,45,bob@example.com,100.5
318,,40,,500.5
319,David,,,300.0
320,David,40,alice@example.com,300.0
321,Alice,,bob@example.com,
322,Charlie,45,,400.25
323,,40,david@example.com,300.0
324,Bob,35,david@example.com,300.0
325,Alice,35,,100.5
326,David,40,eva@example.com,
327,Bob,40,charlie@example.com,200.75
328,,25,alice@example.com,200.75
329,Bob,,david@example.com,300.0
330,David,45,bob@example.com,100.5
331,,25,bob@example.com,400.25
332,Charlie,,charlie@example.com,200.75
333,David,35,,500.5
334,,40,charlie@example.com,300.0
335,Alice,40,,300.0
336,David,,alice@example.com,400.25
337,Alice,35,charlie@example.com,400.25
338,Eva,40,alice@example.com,500.5
339,Charlie,45,,
340,Alice,45,alice@example.com,
341,Bob,35,bob@example.com,500.5
342,Charlie,,bob@example.com,
343,David,35,bob@example.com,500.5
344,Charlie,25,bob@example.com,200.75
345,Bob,40,charlie@example.com,100.5
346,David,25,david@example.com,100.5
347,David,25,bob@example.com,500.5
348,,40,charlie@example.com,400.25
349,Charlie,,david@example.com,200.75
350,Eva,40,bob@example.com,100.5
351,David,25,charlie@example.com,200.75
352,Alice,25,alice@example.com,500.5
353,David,40,david@example.com,400.25
354,Alice,35,david@example.com,300.0
355,Bob,35,eva@example.com,400.25
356,Charlie,25,david@example.com,100.5
357,,35,eva@example.com,400.25
358,Bob,25,bob@example.com,200.75
359,Bob,,bob@example.com,300.0
360,Charlie,40,bob@example.com,200.75
361,David,30,bob@example.com,500.5
362,David,45,david@example.com,300.0
363,David,45,charlie@example.com,500.5
364,Charlie,35,alice@example.com,100.5
365,Charlie,40,david@example.com,
366,David,35,alice@example.com,400.25
367,David,,,100.5
368,,35,bob@example.com,
369,Eva,25,david@example.com,400.25
370,Eva,,eva@example.com,200.75
371,Bob,35,charlie@example.com,100.5
372,David,25,,
373,David,,alice@example.com,
374,Bob,40,bob@example.com,
375,,30,david@example.com,400.25
376,Alice,,bob@example.com,300.0
377,Charlie,45,bob@example.com,100.5
378,Charlie,45,alice@example.com,300.0
379,Bob,35,eva@example.com,100.5
380,,45,eva@example.com,200.75
381,Bob,25,,100.5
382,Bob,30,alice@example.com,400.25
383,Bob,45,charlie@example.com,100.5
384,David,,alice@example.com,200.75
385,,30,alice@example.com,300.0
386,Eva,45,,200.75
387,David,45,bob@example.com,500.5
388,Bob,45,alice@example.com,200.75
389,,25,bob@example.com,100.5
390,David,,charlie@example.com,300.0
391,Bob,35,charlie@example.com,200.75
392,Charlie,30,eva@example.com,500.5
393,David,45,eva@example.com,100.5
394,David,35,alice@example.com,400.25
395,Bob,35,eva@example.com,500.5
396,David,25,david@example.com,200.75
397,Eva,40,alice@example.com,200.75
398,Charlie,40,eva@example.com,300.0
399,David,,charlie@example.com,300.0
400,Bob,40,alice@example.com,200.75
401,,45,bob@example.com,200.75
402,,30,bob@example.com,500.5
403,Bob,,,100.5
404,Charlie,25,bob@example.com,
405,Charlie,30,charlie@example.com,400.25
406,Charlie,,bob@example.com,400.25
407,Eva,30,eva@example.com,500.5
408,Bob,35,,
409,Bob,40,david@example.com,300.0
410,Eva,,eva@example.com,400.25
411,Bob,,charlie@example.com,400.25
412,Charlie,25,charlie@example.com,500.5
413,Alice,25,eva@example.com,
414,Bob,,,200.75
415,,30,,400.25
416,Alice,45,,500.5
417,Charlie,30,david@example.com,
418,David,30,charlie@example.com,
419,Bob,40,charlie@example.com,100.5
420,Charlie,,,300.0
421,Bob,45,eva@example.com,500.5
422,,40,eva@example.com,
423,Alice,45,alice@example.com,200.75
424,,30,bob@example.com,500.5
425,David,40,bob@example.com,100.5
426,Bob,30,,100.5
427,David,,bob@example.com,200.75
428,David,30,,300.0
429,Eva,30,charlie@example.com,400.25
430,David,25,eva@example.com,100.5
431,Charlie,,eva@example.com,
432,Charlie,,charlie@example.com,300.0
433,Charlie,40,charlie@example.com,
434,Alice,35,alice@example.com,
435,Bob,,eva@example.com,
436,Eva,30,eva@example.com,100.5
437,David,30,bob@example.com,500.5
438,Eva,45,eva@example.com,300.0
439,David,35,alice@example.com,500.5
440,,35,david@example.com,100.5
441,Alice,35,charlie@example.com,
442,Alice,,eva@example.com,300.0
443,Charlie,35,alice@example.com,100.5
444,Charlie,35,,400.25
445,Alice,30,david@example.com,500.5
446,Alice,30,charlie@example.com,400.25
447,David,40,eva@example.com,300.0
448,Charlie,35,eva@example.com,100.5
449,,25,,100.5
450,Eva,40,bob@example.com,200.75
451,Eva,40,eva@example.com,
452,Charlie,,charlie@example.com,400.25
453,Bob,35,bob@example.com,200.75
454,Charlie,25,charlie@example.com,100.5
455,Eva,45,eva@example.com,100.5
456,Charlie,,alice@example.com,500.5
457,Bob,30,bob@example.com,200.75
458,Alice,40,alice@example.com,
459,David,35,bob@example.com,300.0
460,Bob,25,eva@example.com,100.5
461,Alice,,david@example.com,500.5
462,Eva,40,charlie@example.com,200.75
463,Charlie,45,eva@example.com,200.75
464,Charlie,40,bob@example.com,300.0
465,Alice,35,david@example.com,400.25
466,,45,charlie@example.com,200.75
467,Alice,,,
468,David,,alice@example.com,100.5
469,Bob,,david@example.com,100.5
470,Bob,35,charlie@example.com,400.25
471,Alice,30,david@example.com,400.25
472,Bob,40,charlie@example.com,
473,Eva,30,bob@example.com,300.0
474,Charlie,45,,
475,Alice,45,eva@example.com,500.5
476,Eva,35,charlie@example.com,500.5
477,David,45,charlie@example.com,
478,,,,500.5
479,Alice,40,,200.75
480,David,25,eva@example.com,
481,Charlie,45,alice@example.com,200.75
482,Bob,40,bob@example.com,
483,Alice,25,charlie@example.com,500.5
484,David,35,bob@example.com,400.25
485,Bob,,david@example.com,200.75
486,Charlie,45,bob@example.com,500.5
487,David,30,eva@example.com,400.25
488,Alice,,,100.5
489,Bob,35,alice@example.com,100.5
490,Charlie,45,david@example.com,500.5
491,Charlie,40,bob@example.com,100.5
492,David,40,david@example.com,100.5
493,Alice,45,eva@example.com,500.5
494,Eva,40,bob@example.com,500.5
495,,35,bob@example.com,300.0
496,Eva,30,bob@example.com,
497,Charlie,45,alice@example.com,400.25
498,Alice,35,,
499,Alice,35,david@example.com,500.5
500,Bob,45,alice@example.com,100.5
